X,Y,FID,ID,Name,EmplRange,NAICSCode,NAICSSecto,NAICSDescr,Phone,Fax,TollFree,EMail,WebAddress,StreetNo,StreetName,PostalCode,BuildingNo,UnitNo,Modified,ChArea,Ward,BIA
-79.6999115001437,43.6600729811098,8677,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6966460162362,43.6625544054288,8678,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6709754176083,43.5348322167364,8679,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6432371758503,43.5853212471201,8680,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6447424856545,43.586512975408,8681,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6085930731415,43.6485672891942,8682,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6731241913274,43.5338820848025,8683,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6702146120467,43.5342146249786,8684,0, , , , , , , , , , ,0, , , , ,, , , 
-79.640480101395,43.5675016347517,8685,0, , , , , , , , , , ,0, , , , ,, , , 
-79.64672530697,43.5716809853209,8686,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7036275386219,43.5212970447167,8687,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6817233748359,43.527409892049,8688,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6534360185827,43.5681058126024,8689,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6813912593637,43.5276634853516,8690,0, , , , , , , , , , ,0, , , , ,, , , 
-79.640480101395,43.5675016347517,8691,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6413514815374,43.5681092454527,8692,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6973956511057,43.5176910157006,8693,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6596238839472,43.5677761238325,8694,0, , , , , , , , , , ,0, , , , ,, , , 
-79.716336969953,43.5250694515319,8695,0, , , , , , , , , , ,0, , , , ,, , , 
-79.716336969953,43.5250694515319,8696,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7053306833173,43.5196656268992,8697,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7203094997334,43.5305347255221,8698,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7203094997334,43.5305347255221,8699,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7203094997334,43.5305347255221,8700,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7191580899313,43.532127420808,8701,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7191580899313,43.532127420808,8702,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7191580899313,43.532127420808,8703,0, , , , , , , , , , ,0, , , , ,, , , 
-79.716336969953,43.5250694515319,8704,0, , , , , , , , , , ,0, , , , ,, , , 
-79.716336969953,43.5250694515319,8705,0, , , , , , , , , , ,0, , , , ,, , , 
-79.716336969953,43.5250694515319,8706,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7085420353537,43.5386635412595,8707,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5973589773647,43.595805492549,8708,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5936105866962,43.5989267823922,8709,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5849850008205,43.6067161119979,8710,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6430867800811,43.4970225879161,8711,0, , , , , , , , , , ,0, , , , ,, , , 
-79.581172613277,43.6098206919711,8712,0, , , , , , , , , , ,0, , , , ,, , , 
-79.581172613277,43.6098206919711,8713,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5666822625927,43.623894333977,8714,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5830441727264,43.6115394058376,8715,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5821539934644,43.6053043140809,8716,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6511133899148,43.6684155197025,8717,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5832476734216,43.6062302099158,8718,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6568897083327,43.705805199379,8719,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5903092677426,43.5917300094695,8720,0, , , , , , , , , , ,0, , , , ,, , , 
-79.692927329549,43.5147973727281,8721,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5920837044406,43.5929770114072,8722,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5915382586407,43.5925942190267,8723,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5915382586407,43.5925942190267,8724,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5915382586407,43.5925942190267,8725,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6381000421632,43.5923188408986,8726,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6065580634792,43.6550769035725,8727,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6065580634792,43.6550769035725,8728,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6065961055489,43.6590388780673,8729,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6111789904267,43.6529174106445,8730,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6111789904267,43.6529174106445,8731,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6065580634792,43.6550769035725,8732,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6102062221523,43.6510312669962,8733,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6102062221523,43.6510312669962,8734,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6111585550994,43.6560619241537,8735,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6111585550994,43.6560619241537,8736,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5838663040081,43.5966557821165,8737,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6111585550994,43.6560619241537,8738,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6111585550994,43.6560619241537,8739,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6102062221523,43.6510312669962,8740,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6111585550994,43.6560619241537,8741,0, , , , , , , , , , ,0, , , , ,, , , 
-79.582048597503,43.6090492714133,8742,0, , , , , , , , , , ,0, , , , ,, , , 
-79.583419701612,43.6135759965044,8743,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5981862183004,43.6579359733886,8744,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5718719172127,43.6170942275603,8745,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5981862183004,43.6579359733886,8746,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5981862183004,43.6579359733886,8747,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6085930731415,43.6485672891942,8748,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5995634979744,43.6588909907353,8749,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5995634979744,43.6588909907353,8750,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6208197257934,43.636750849949,8751,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6208197257934,43.636750849949,8752,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6208197257934,43.636750849949,8753,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6127608012747,43.6386715696595,8754,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6093717753083,43.6363199755268,8755,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6093717753083,43.6363199755268,8756,0, , , , , , , , , , ,0, , , , ,, , , 
-79.630709537069,43.6280450848054,8757,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6377910169921,43.6297177656201,8758,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6488905371921,43.6571807048704,8759,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6491000275219,43.6379034510418,8760,0, , , , , , , , , , ,0, , , , ,, , , 
-79.617590211918,43.6427145318967,8761,0, , , , , , , , , , ,0, , , , ,, , , 
-79.617590211918,43.6427145318967,8762,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6197264683694,43.6461692850669,8763,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6249306078841,43.6438651660194,8764,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5763477606931,43.6154597296365,8765,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6947413393384,43.6354202136987,8766,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6947413393384,43.6354202136987,8767,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7843794873133,43.5991083863513,8768,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7274474785932,43.545037524993,8769,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6230830727075,43.6313469166015,8770,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6361516129489,43.6267353211373,8771,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6244356146733,43.6950906216415,8772,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6226536358587,43.6285275378622,8773,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6618008142661,43.6324515648317,8774,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6554970220842,43.6493533507368,8775,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6438302285389,43.6377433739631,8776,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6438302285389,43.6377433739631,8777,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6405560536965,43.6407630905306,8778,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6402021090938,43.6388985330889,8779,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6370928536571,43.6393072106749,8780,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6303823407156,43.6980830412184,8781,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6379314506679,43.6267010975901,8782,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6424756963375,43.6307874238613,8783,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6400807408521,43.6349668341384,8784,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6382910406173,43.636337945563,8785,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6843059947855,43.6669930393852,8786,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6569549922373,43.6917507632159,8787,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6843059947855,43.6669930393852,8788,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6888083476769,43.6694032945868,8789,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6557604901496,43.7129051243702,8790,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6557604901496,43.7129051243702,8791,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6551001554023,43.7123768617432,8792,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6777828293688,43.6734144188823,8793,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6806874943293,43.6706846992308,8794,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6798191414733,43.6691905455351,8795,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6791772780243,43.6715723470675,8796,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6746447883176,43.6868047400683,8797,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6734288602252,43.6856951203904,8798,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6664175888064,43.6992288027818,8799,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6599940560925,43.6977147703911,8800,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6599940560925,43.6977147703911,8801,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6599940560925,43.6977147703911,8802,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6532403198036,43.7037768100307,8803,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6666855404674,43.6966870624201,8804,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6655526227383,43.6982397270328,8805,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6718897241608,43.665541871851,8806,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6709369112022,43.6796228830761,8807,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6719146913356,43.6805896975079,8808,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6686049186599,43.6673979767477,8809,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6412762733404,43.5030755112417,8810,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6652968957223,43.6848336587405,8811,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6580574306931,43.6944527804382,8812,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6807504320354,43.6595605099528,8813,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6807504320354,43.6595605099528,8814,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6807504320354,43.6595605099528,8815,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6714962984254,43.6696898418413,8816,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6213794428078,43.5777693826756,8817,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6695593166761,43.6681130998987,8818,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7585287086553,43.584140882237,8819,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6568897083327,43.705805199379,8820,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6695593166761,43.6681130998987,8821,0, , , , , , , , , , ,0, , , , ,, , , 
-79.682921740269,43.544137770021,8822,0, , , , , , , , , , ,0, , , , ,, , , 
-79.657127768655,43.7139481937739,8823,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6695593166761,43.6681130998987,8824,0, , , , , , , , , , ,0, , , , ,, , , 
-79.682921740269,43.544137770021,8825,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6691352898438,43.6765217408853,8826,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6815984784507,43.6737353285084,8827,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7501711336011,43.6026883935102,8828,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6777828293688,43.6734144188823,8829,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6806874943293,43.6706846992308,8830,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7551647283281,43.60921025529,8831,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6777828293688,43.6734144188823,8832,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6789179239785,43.6745767214843,8833,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6152023148535,43.5806174739092,8834,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6812004196262,43.6617625564012,8835,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6789179239785,43.6745767214843,8836,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6090968402818,43.5873169227608,8837,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6558311320673,43.6988105043393,8838,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6681053422821,43.634255872853,8839,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6632788648498,43.623279708713,8840,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6739625125491,43.6302830136282,8841,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6619548141698,43.649786461281,8842,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6619548141698,43.649786461281,8843,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6619548141698,43.649786461281,8844,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6614865347467,43.6557484102562,8845,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6491080448098,43.6546875691065,8846,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6491080448098,43.6546875691065,8847,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6491080448098,43.6546875691065,8848,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6721450106792,43.6166905366027,8849,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6873565328406,43.6125663505438,8850,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6234733460094,43.6922589946074,8851,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6234733460094,43.6922589946074,8852,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6234733460094,43.6922589946074,8853,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6528515695718,43.6054391219393,8854,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6280699775929,43.6981368378882,8855,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6618008142661,43.6324515648317,8856,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6927293230736,43.611189247726,8857,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6956299424148,43.6142099181807,8858,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6971579874631,43.6167086667661,8859,0, , , , , , , , , , ,0, , , , ,, , , 
-79.690456179125,43.6152067928871,8860,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6848694741272,43.6147690884358,8861,0, , , , , , , , , , ,0, , , , ,, , , 
-79.667497719408,43.6220053054423,8862,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6207976128254,43.7094393073499,8863,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6269584962864,43.7140005675248,8864,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6731962042495,43.6415013848199,8865,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6760389816555,43.645193892008,8866,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6796029948056,43.6383645701249,8867,0, , , , , , , , , , ,0, , , , ,, , , 
-79.675280700745,43.6398536062143,8868,0, , , , , , , , , , ,0, , , , ,, , , 
-79.675280700745,43.6398536062143,8869,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6680265331915,43.6221951495529,8870,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6745184763254,43.6181956037504,8871,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6745184763254,43.6181956037504,8872,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6677656301173,43.6261504811832,8873,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6677656301173,43.6261504811832,8874,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6686809710169,43.6230571299884,8875,0, , , , , , , , , , ,0, , , , ,, , , 
-79.786841688437,43.5971901534219,8876,0, , , , , , , , , , ,0, , , , ,, , , 
-79.786841688437,43.5971901534219,8877,0, , , , , , , , , , ,0, , , , ,, , , 
-79.786841688437,43.5971901534219,8878,0, , , , , , , , , , ,0, , , , ,, , , 
-79.786841688437,43.5971901534219,8879,0, , , , , , , , , , ,0, , , , ,, , , 
-79.786841688437,43.5971901534219,8880,0, , , , , , , , , , ,0, , , , ,, , , 
-79.786841688437,43.5971901534219,8881,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7001728932814,43.6331293376745,8882,0, , , , , , , , , , ,0, , , , ,, , , 
-79.786841688437,43.5971901534219,8883,0, , , , , , , , , , ,0, , , , ,, , , 
-79.786841688437,43.5971901534219,8884,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7791610548679,43.5999297448438,8885,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7791610548679,43.5999297448438,8886,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6995651022227,43.6359894833543,8887,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7084305246346,43.6428721935765,8888,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7084305246346,43.6428721935765,8889,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7084305246346,43.6428721935765,8890,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7084305246346,43.6428721935765,8891,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7084305246346,43.6428721935765,8892,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7084305246346,43.6428721935765,8893,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7084305246346,43.6428721935765,8894,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7084305246346,43.6428721935765,8895,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7084305246346,43.6428721935765,8896,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7084305246346,43.6428721935765,8897,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7084305246346,43.6428721935765,8898,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7030578108293,43.6476466426649,8899,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6811463251506,43.6434926792305,8900,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6820930606601,43.6449417179395,8901,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7036262164141,43.6493779291227,8902,0, , , , , , , , , , ,0, , , , ,, , , 
-79.663614872036,43.6893277486246,8903,0, , , , , , , , , , ,0, , , , ,, , , 
-79.663614872036,43.6893277486246,8904,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7809652385643,43.6021074220833,8905,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6404165454766,43.6011712215847,8906,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7416575119175,43.59126641323,8907,0, , , , , , , , , , ,0, , , , ,, , , 
-79.759096935335,43.5979443371967,8908,0, , , , , , , , , , ,0, , , , ,, , , 
-79.759096935335,43.5979443371967,8909,0, , , , , , , , , , ,0, , , , ,, , , 
-79.759096935335,43.5979443371967,8910,0, , , , , , , , , , ,0, , , , ,, , , 
-79.738552710117,43.5878343746253,8911,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7791610548679,43.5999297448438,8912,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7791610548679,43.5999297448438,8913,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7791610548679,43.5999297448438,8914,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7791610548679,43.5999297448438,8915,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7791610548679,43.5999297448438,8916,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6404631316301,43.5962419796052,8917,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6373292744753,43.5937290692711,8918,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7741319693421,43.599063125363,8919,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7407465073782,43.5989944198695,8920,0, , , , , , , , , , ,0, , , , ,, , , 
-79.663614872036,43.6893277486246,8921,0, , , , , , , , , , ,0, , , , ,, , , 
-79.663614872036,43.6893277486246,8922,0, , , , , , , , , , ,0, , , , ,, , , 
-79.668284397659,43.6323558333805,8923,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6360921224091,43.591836898907,8924,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7334307853566,43.6026250224911,8925,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7457585791815,43.6010210452203,8926,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7450476110115,43.6125875615075,8927,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7450476110115,43.6125875615075,8928,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7325264701954,43.5998634964504,8929,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6353621726917,43.5972115038614,8930,0, , , , , , , , , , ,0, , , , ,, , , 
-79.641265313573,43.6003975659956,8931,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6353621726917,43.5972115038614,8932,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6407056277979,43.6015332535871,8933,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6353621726917,43.5972115038614,8934,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6414988444589,43.5995983666627,8935,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6360921224091,43.591836898907,8936,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6360921224091,43.591836898907,8937,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6360921224091,43.591836898907,8938,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6212014905251,43.5183731206674,8939,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6497830415644,43.5197373190582,8940,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6510730486042,43.5194490077812,8941,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6013232703134,43.6229772471118,8942,0, , , , , , , , , , ,0, , , , ,, , , 
-79.601178927103,43.622449511695,8943,0, , , , , , , , , , ,0, , , , ,, , , 
-79.601178927103,43.622449511695,8944,0, , , , , , , , , , ,0, , , , ,, , , 
-79.601178927103,43.622449511695,8945,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5768686590062,43.5603620898116,8946,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5843291435825,43.5534031075029,8947,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6011414609606,43.6115446497763,8948,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6000399548843,43.6104396790708,8949,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5749160048653,43.5621281823723,8950,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5830406011545,43.5544521503694,8951,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5827183587182,43.5538675521345,8952,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5820053535652,43.5543992880535,8953,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5908688761067,43.5474414726099,8954,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5843291435825,43.5534031075029,8955,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7116379541312,43.5581256471256,8956,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7148161991291,43.5540141954355,8957,0, , , , , , , , , , ,0, , , , ,, , , 
-79.5691573778006,43.5931236533253,8958,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7116379541312,43.5581256471256,8959,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6395165475612,43.6006921916558,8960,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6384702791576,43.5832000295929,8961,0, , , , , , , , , , ,0, , , , ,, , , 
-79.565174990232,43.5703865886734,8962,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7055949700038,43.55906647651,8963,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7055949700038,43.55906647651,8964,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6528515695718,43.6054391219393,8965,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6670067194433,43.5926543741007,8966,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6528515695718,43.6054391219393,8967,0, , , , , , , , , , ,0, , , , ,, , , 
-79.632467142077,43.7135179433987,8968,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6426002759418,43.7052702800107,8969,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6177246245696,43.5801665132963,8970,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7597192000448,43.5823560120439,8971,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7117599012411,43.5995102104631,8972,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7117599012411,43.5995102104631,8973,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7117599012411,43.5995102104631,8974,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6179491082235,43.5794053482155,8975,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7117599012411,43.5995102104631,8976,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6165848520392,43.5789558200334,8977,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7117599012411,43.5995102104631,8978,0, , , , , , , , , , ,0, , , , ,, , , 
-79.7117599012411,43.5995102104631,8979,0, , , , , , , , , , ,0, , , , ,, , , 
-79.620491955899,43.5774426830124,8980,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6953000213751,43.6085684330663,8981,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6965693798501,43.6095072506818,8982,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6965693798501,43.6095072506818,8983,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6965693798501,43.6095072506818,8984,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6965693798501,43.6095072506818,8985,0, , , , , , , , , , ,0, , , , ,, , , 
-79.6965693798501,43.6095072506818,8986,0, , , , , , , , , , ,0, , , , ,, , , 
