FID,ID1,Name,NAICSCode,NACSDescri,NAICSTitle,EmplRange,Phone,Fax,TollFree,EMail,WebAddress,StreetNo,StreetName,Street_Add,Bldg_No,Unit_No,PostalCode,Modified_D,PIN,Character,Ward
15206,52598,Thai Cuisine Experts,722511,Accommodation,Full-service restaurants,1 to 4,905-848-0063, , , ,www.thaicuisineexperts.com,3960,Grand Park Dr,3960 Grand Park Dr, ,2,L5B 4M6,2017/11/09 00:00:00+00,20188400,Fairview NHD,7
15207,53942,Staples Business Depot Inc.,453210,Retail,Office Supplies and Stationery Stores,10 to 19,9053067888, , , ,www.staples.ca,3950,Grand Park Dr,3950 Grand Park Dr, ,1,L5B 4M6,2018/12/30 00:00:00+00,20188400,Fairview NHD,7
15208,84475,Booster Juice,722512,Accommodation,Limited-service eating places,1 to 4,905-824-5000, , ,apathak@boosterjuice.com,www.boosterjuice.com,3160,Argentia Rd,3160 Argentia Rd, ,1,L5N 0B1,2017/05/04 00:00:00+00,23601900,Meadowvale Business Park CC,9
15209,84656,Lazeez Shawarma & Mediterranean Grill,722310,Accommodation,Food Service Contractors,5 to 9,905-567-7022, , ,magdyissa@hotmail.com,www.lazeezshawarma.com,3160,Argentia Rd,3160 Argentia Rd, ,5,L5N 0B1,2017/11/09 00:00:00+00,23601900,Meadowvale Business Park CC,9
15210,84654,West Mississauga Dental,621210,Health Care,Offices of Dentists,1 to 4,905-785-0662,905-785-6783, , ,www.westmississaugadental.com,3160,Argentia Rd,3160 Argentia Rd, ,4,L5N 0B1,2017/11/09 00:00:00+00,23601900,Meadowvale Business Park CC,9
15211,84653,Nails For You,812115,Other Services,Beauty Salons,1 to 4,9058243333, , ,hdmngoc@yahoo.com,www.nailsforyou.ca,3160,Argentia Rd,3160 Argentia Rd, ,3,L5N 0B1,2018/12/30 00:00:00+00,23601900,Meadowvale Business Park CC,9
15212,84657,Great Clips,812115,Other Services,Beauty Salons,1 to 4,905-824-6868, , , ,www.greatclips.com,3160,Argentia Rd,3160 Argentia Rd, ,2,L5N 0B1,2017/05/04 00:00:00+00,23601900,Meadowvale Business Park CC,9
15213,49578,Marlin Travel,561510,Administrative,Travel Agencies,1 to 4,905-826-4544,905-826-4566, ,yogesh.anand@marlintravel.ca,www.marlintravel.ca/1223,3155,Argentia Rd,3155 Argentia Rd, , ,L5N 8E1,2017/05/04 00:00:00+00,23602000,Meadowvale Business Park CC,9
15214,49577,McDonald's,722512,Accommodation,Limited-service eating places,20 to 49,9058243728, , , ,www.mcdonalds.ca,3155,Argentia Rd,3155 Argentia Rd, , ,L5N 8E1,2018/12/30 00:00:00+00,23602000,Meadowvale Business Park CC,9
15215,54164,Mr. Greek Express,722512,Accommodation,Limited-service eating places,5 to 9,905-824-1400, , ,3021argentia@stores.mrgreek.com,www.mrgreek.com,3021,Argentia Rd,3021 Argentia Rd, ,101,L5N 8P7,2017/05/04 00:00:00+00,23602000,Meadowvale Business Park CC,9
15216,54162,H S B C Bank Canada,522111,Finance,Personal and Commercial Banking Industry,5 to 9,9058245166,9058247698,8883104722,jalal.x.adbul.rahim@hsbc.ca,www.hsbc.ca,3029,Argentia Rd,3029 Argentia Rd, ,101,L5N 8P7,2018/12/30 00:00:00+00,23602000,Meadowvale Business Park CC,9
15217,54659,Wal-Mart Vision Centre,446130,Retail,Optical Goods Stores,1 to 4,905-821-8150,905-785-6388, , ,www.walmart.ca,3155,Argentia Rd,3155 Argentia Rd, , ,L5N 8E1,2017/05/04 00:00:00+00,23602000,Meadowvale Business Park CC,9
15218,55684,Bell Store,443143,Retail,"Appliance, television and other electronics stores o",1 to 4,9057856465,9058249285, ,christine.fernandes@bell.ca,www.bell.ca,3021,Argentia Rd,3021 Argentia Rd, ,106,L5N 8P7,2018/12/30 00:00:00+00,23602000,Meadowvale Business Park CC,9
15219,55680,Rogers,443143,Retail,"Appliance, television and other electronics stores o",1 to 4,905-824-2210, , ,argentia@uptownwireless.ca,www.uptownwireless.ca,3021,Argentia Rd,3021 Argentia Rd, ,102,L5N 8P7,2017/05/04 00:00:00+00,23602000,Meadowvale Business Park CC,9
15220,55681,Sunset Grill,722511,Accommodation,Full-service restaurants,10 to 19,905-824-0999, , , ,www.sunsetgrill.ca,3021,Argentia Rd,3021 Argentia Rd, ,103,L5N 8P7,2017/05/04 00:00:00+00,23602000,Meadowvale Business Park CC,9
15221,55686,Hakim Optical,446130,Retail,Optical Goods Stores,1 to 4,905-785-2030,905-785-2036, , ,www.hakimoptical.ca,3029,Argentia Rd,3029 Argentia Rd, ,102,L5N 8P7,2017/05/04 00:00:00+00,23602000,Meadowvale Business Park CC,9
15222,55685,South Street Burger Co.,722512,Accommodation,Limited-service eating places,5 to 9,905-824-4269,905-824-4269, , ,www.newyorkfries.com,3021,Argentia Rd,3021 Argentia Rd, ,107,L5N 8P7,2017/05/04 00:00:00+00,23602000,Meadowvale Business Park CC,9
15223,55693,BioPed Foot Care Centre,621390,Health Care,Offices of All Other Health Practitioners,1 to 4,905-785-3800,905-785-0804, ,mississauganorth@bioped.com,www.bioped.com,3029,Argentia Rd,3029 Argentia Rd, ,103,L5N 8P7,2017/05/04 00:00:00+00,23602000,Meadowvale Business Park CC,9
15224,55692,Dairy Queen,722512,Accommodation,Limited-service eating places,5 to 9,905-824-6766, , ,dqargentia@gmail.com,www.dairyqueen.com,3029,Argentia Rd,3029 Argentia Rd, ,104,L5N 8P7,2017/05/04 00:00:00+00,23602000,Meadowvale Business Park CC,9
15225,84990,L C B O,445310,Retail,"Beer, Wine and Liquor Stores",5 to 9,905-785-1138,905-785-1187, ,store0640@lcbo.com,www.lcbo.com,3017,Argentia Rd,3017 Argentia Rd, , ,L5N 8P7,2017/11/09 00:00:00+00,23602000,Meadowvale Business Park CC,9
15226,85278,Buffalo Wild Wings,722512,Accommodation,Limited-service eating places,20 to 49,905-824-6999,905-824-6054, ,325@buffalowildwings.com,www.buffalowildwings.com/en-CA/,3015,Argentia Rd,3015 Argentia Rd, , ,L5N 8P7,2017/05/04 00:00:00+00,23602000,Meadowvale Business Park CC,9
15227,85604,JS Kalabash Ent. Ltd. o/a Mr. Lube #544,811199,Other Services,All Other Automotive Repair and Maintenance,5 to 9,905-824-9119, , , ,www.mrlube.com,3155,Argentia Rd,3155 Argentia Rd, , ,L5N 8E1,2017/11/09 00:00:00+00,23602000,Meadowvale Business Park CC,9
15228,47308,Staples Business Depot Inc.,453210,Retail,Office Supplies and Stationery Stores,20 to 49,905-785-0864,905-785-6727, ,s227mgr@busdep.com,www.staples.ca,3135,Argentia Rd,3135 Argentia Rd, , ,L5N 8E1,2017/11/09 00:00:00+00,23602100,Meadowvale Business Park CC,9
15229,50614,Mark's Work Warehouse,448140,Retail,Family Clothing Stores,5 to 9,905-785-2819,905-785-9374, , ,www.marks.com,3135,Argentia Rd,3135 Argentia Rd, , ,L5N 8E1,2017/05/04 00:00:00+00,23602100,Meadowvale Business Park CC,9
15230,50613,Dollar Tree,453220,Retail,"Gift, Novelty and Souvenir Stores",5 to 9,905-785-1919, , , , ,3135,Argentia Rd,3135 Argentia Rd, , ,L5N 8E1,2017/05/04 00:00:00+00,23602100,Meadowvale Business Park CC,9
15231,50616,"Shoe Company, The",448210,Retail,Shoe Stores,5 to 9,905-824-9774, , , ,www.theshoecompany.com,3135,Argentia Rd,3135 Argentia Rd, , ,L5N 8E1,2017/11/09 00:00:00+00,23602100,Meadowvale Business Park CC,9
15232,50615,Moores Clothing for Men,448110,Retail,Men's Clothing Stores,10 to 19,905-785-1633, , , ,www.mooresclothing.ca,3135,Argentia Rd,3135 Argentia Rd, , ,L5N 8E1,2017/05/04 00:00:00+00,23602100,Meadowvale Business Park CC,9
15233,51654,Winners,448140,Retail,Family Clothing Stores,20 to 49,9057858475,9057859806, ,hrexpress@tjxcanada.ca,www.winners.ca,3135,Argentia Rd,3135 Argentia Rd, , ,L5N 8E1,2018/12/30 00:00:00+00,23602100,Meadowvale Business Park CC,9
15234,51655,Pier 1 Imports,442110,Retail,Furniture Stores,10 to 19,905-824-2488, , , ,www.pierone.ca,3135,Argentia Rd,3135 Argentia Rd, ,4,L5N 8E1,2017/05/04 00:00:00+00,23602100,Meadowvale Business Park CC,9
15235,52770,Montana's Restaurant,722511,Accommodation,Full-service restaurants,20 to 49,905-785-3264, , ,montanas3092@cara.com,www.montanas.ca,3065,Argentia Rd,3065 Argentia Rd, , ,L5N 8E1,2017/05/04 00:00:00+00,23602100,Meadowvale Business Park CC,9
15236,53585,Ardene,448120,Retail,Women's Clothing Stores,5 to 9, , ,8776064233, ,www.ardene.com,3135,Argentia Rd,3135 Argentia Rd, , ,L5N 8E1,2018/12/30 00:00:00+00,23602100,Meadowvale Business Park CC,9
15237,53586,Sleep Country Canada,442298,Retail,All Other Home Furnishings Stores,1 to 4,905-785-3065,905-785-3067, , ,www.sleepcountry.ca,3135,Argentia Rd,3135 Argentia Rd, ,1A,L5N 8E1,2017/05/04 00:00:00+00,23602100,Meadowvale Business Park CC,9
15238,54119,Indias Taste,722511,Accommodation,Full-service restaurants,20 to 49,905-785-5959, , , ,www.indiastaste.ca,3075,Argentia Rd,3075 Argentia Rd, , ,L5N 8P7,2017/11/09 00:00:00+00,23602100,Meadowvale Business Park CC,9
15239,54121,Pamier Kabob,722512,Accommodation,Limited-service eating places,5 to 9,905-820-7771, , ,pamierkabob@gmail.com,www.pamierkabob.com,3041,Argentia Rd,3041 Argentia Rd, ,1,L5N 8P7,2017/11/09 00:00:00+00,23602100,Meadowvale Business Park CC,9
15240,54120,Bulk Barn,445299,Retail,All Other Specialty Food Stores,5 to 9,905-824-3207, , , ,www.bulkbarn.ca,3035,Argentia Rd,3035 Argentia Rd, ,1&2,L5N 8P7,2017/11/09 00:00:00+00,23602100,Meadowvale Business Park CC,9
15241,54642,Revive Nails,812115,Other Services,Beauty Salons,1 to 4,905-821-2459, , , ,www.niceonenails.com,3035,Argentia Rd,3035 Argentia Rd, ,4,L5N 8P7,2017/05/04 00:00:00+00,23602100,Meadowvale Business Park CC,9
15242,54641,Great Hobbies Ltd.,451120,Retail,"Hobby, Toy and Game Stores",5 to 9,905-824-8228,905-824-9546, ,service@greathobbies.com,www.greathobbies.com,3035,Argentia Rd,3035 Argentia Rd, ,3,L5N 8P7,2017/05/04 00:00:00+00,23602100,Meadowvale Business Park CC,9
15243,54648,Appleday Dental Care,621210,Health Care,Offices of Dentists,5 to 9,905-785-3439,905-785-9079, , ,www.appledaydentalcare.com,3041,Argentia Rd,3041 Argentia Rd, ,4,L5N 8P7,2017/05/04 00:00:00+00,23602100,Meadowvale Business Park CC,9
15244,54644,First Choice Haircutters,812116,Other Services,Unisex Hair Salons,5 to 9,905-824-2124, , , ,www.firstchoice.com,3035,Argentia Rd,3035 Argentia Rd, ,6,L5N 8P7,2017/05/04 00:00:00+00,23602100,Meadowvale Business Park CC,9
15245,54643,Sell Off Vacations.com,561510,Administrative,Travel Agencies,1 to 4,905-785-1266, ,1-866-892-1280, ,www.selloffvacations.com,3035,Argentia Rd,3035 Argentia Rd, ,5,L5N 8P7,2017/05/04 00:00:00+00,23602100,Meadowvale Business Park CC,9
15246,54646,Sport Clips,812116,Other Services,Unisex Hair Salons,5 to 9,905-765-6187, , , ,www.sportclips.ca/,3041,Argentia Rd,3041 Argentia Rd, ,2,L5N 8P7,2017/05/04 00:00:00+00,23602100,Meadowvale Business Park CC,9
15247,54650,E B Games,443144,Retail,Computer and software stores,1 to 4,905-785-6565, , , ,www.ebgames.ca,3041,Argentia Rd,3041 Argentia Rd, ,6,L5N 8P7,2017/05/04 00:00:00+00,23602100,Meadowvale Business Park CC,9
15248,54649,Quesada Buritos and Tacos,722512,Accommodation,Limited-service eating places,1 to 4,9057850555, , ,quesada_136@quesada.ca,www.quesada.com,3041,Argentia Rd,3041 Argentia Rd, ,5,L5N 8P7,2018/12/30 00:00:00+00,23602100,Meadowvale Business Park CC,9
15249,54658,D O T Furniture,442110,Retail,Furniture Stores,1 to 4,905-785-1888, , ,dotmissn@dot-furniture.com, ,3095,Argentia Rd,3095 Argentia Rd, , ,L5N 8P7,2017/05/04 00:00:00+00,23602100,Meadowvale Business Park CC,9
15250,54970,Michaels,451120,Retail,"Hobby, Toy and Game Stores",20 to 49,905-785-2855, , , ,www.michaels.com,3105,Argentia Rd,3105 Argentia Rd, ,1,L5N 8P7,2017/11/09 00:00:00+00,23602100,Meadowvale Business Park CC,9
15251,55677,PetSmart,453910,Retail,Pet and Pet Supplies Stores,20 to 49,905-785-2816,905-785-7619, , ,www.petsmart.com,3105,Argentia Rd,3105 Argentia Rd, ,2,L5N 8P7,2017/05/04 00:00:00+00,23602100,Meadowvale Business Park CC,9
15252,57357,Addition Elle,448120,Retail,Women's Clothing Stores,5 to 9,905-785-0752, ,1-866-388-4783, ,www.additionelle.com,3105,Argentia Rd,3105 Argentia Rd, ,3,L5N 8P7,2017/11/09 00:00:00+00,23602100,Meadowvale Business Park CC,9
15253,57356,Carter's OshKosh,448130,Retail,Children's and Infants' Clothing Stores,5 to 9,905-785-9604,905-785-9604, , ,www.cartersoshkosh.ca,3105,Argentia Rd,3105 Argentia Rd, ,4,L5N 8P7,2017/05/04 00:00:00+00,23602100,Meadowvale Business Park CC,9
15254,57358,Urban Barn,442110,Retail,Furniture Stores,5 to 9,905-785-8931, , ,argentia@urbanbar.com, ,3105,Argentia Rd,3105 Argentia Rd, ,5,L5N 8P7,2017/11/09 00:00:00+00,23602100,Meadowvale Business Park CC,9
15255,83558,David's Bridal,448199,Retail,All Other Clothing Stores,10 to 19,905-824-4655,905-824-4624, , ,www.davidsbridal.ca,3105,Argentia Rd,3105 Argentia Rd, ,6,L5N 8P7,2017/05/04 00:00:00+00,23602100,Meadowvale Business Park CC,9
15256,85268,Massage Addict,812190,Other Services,Other Personal Care Services,5 to 9,647-477-2220, , ,meadowvale@massageaddict.ca,www.massageaddict.ca,3055,Argentia Rd,3055 Argentia Rd, ,3,L5N 8E1,2017/05/04 00:00:00+00,23602100,Meadowvale Business Park CC,9
15257,85269,Little Caesars,722512,Accommodation,Limited-service eating places,5 to 9,905-785-3131, , , , ,3055,Argentia Rd,3055 Argentia Rd, ,4,L5N 8E1,2017/05/04 00:00:00+00,23602100,Meadowvale Business Park CC,9
15258,50689,TD Bank Financial Group,522111,Finance,Personal and Commercial Banking Industry,N/A, , ,1-866-567-8888, ,www.td.com,1875,Buckhorn Gate,1875 Buckhorn Gate, , ,L4W 5P1,2017/05/24 00:00:00+00,23816900,Airport CC,3
15259,52766,Collier Group,488519,Transportation,Other Freight Transportation Arrangement,20 to 49,9056248214, , , , ,375,Annagem Blvd,375 Annagem Blvd, , ,L5T 3A7,2018/12/30 00:00:00+00,23822100,Gateway EA (East),5
15260,55653,Bartell Morrison Inc.,333120,Manufacturing,Construction Machinery Manufacturing,20 to 49,9053644186,9053644202,8665016830, ,www.bartellmorrison.com,375,Annagem Blvd,375 Annagem Blvd, , ,L5T 3A7,2018/12/30 00:00:00+00,23822100,Gateway EA (East),5
15261,52767,Gredico Footwear Ltd.,414120,Wholesale,Footwear Wholesaler-Distributors,10 to 19,9056708393,9056702171, ,info@gredico.ca,www.gredico.com,415,Annagem Blvd,415 Annagem Blvd, , ,L5T 3A7,2018/12/30 00:00:00+00,23822200,Gateway EA (East),5
15262,50588,Marriott - Residence Inn,721111,Accommodation,Hotels,20 to 49,905-567-2577,905-567-9965, , ,www.marriott.com/yyzmm,7005,Century Ave,7005 Century Ave, , ,L5N 7K2,2017/05/08 00:00:00+00,23857300,Meadowvale Business Park CC,9
15263,50589,Courtyard By Marriott,721111,Accommodation,Hotels,20 to 49,905-567-5566,905-567-1355, , , ,7015,Century Ave,7015 Century Ave, , ,L5N 7K2,2017/05/08 00:00:00+00,23857400,Meadowvale Business Park CC,9
15264,13974,DedON Inc.,541910,Professional,Marketing Research and Public Opinion Polling,10 to 19,416-921-9388, ,1-877-863-3366,service@dedon.com,www.dedon.com,2400,Meadowpine Blvd,2400 Meadowpine Blvd, ,101,L5N 6S2,2017/05/12 00:00:00+00,23857500,Meadowvale Business Park CC,9
15265,13969,Ramboll Environ,541620,Professional,Environmental Consulting Services,20 to 49,289-290-0600,905-821-3711, , , ,2400,Meadowpine Blvd,2400 Meadowpine Blvd, ,100,L5N 6S2,2017/05/12 00:00:00+00,23857500,Meadowvale Business Park CC,9
15266,13966,Romag Contracting Ltd.,236220,Construction,Commercial and Institutional Building Construction,10 to 19,9058120042,9058120048, ,romag@romagcontracting.ca,www.romagcontracting.ca,2400,Meadowpine Blvd,2400 Meadowpine Blvd, ,105,L5N 6S2,2018/12/30 00:00:00+00,23857500,Meadowvale Business Park CC,9
15267,13973,State Farm Insurance Co.,524111,Finance,"Direct Individual Life, Health and Medical Insurance Carriers",1 to 4,905-567-7750,905-567-9439, , ,www.statefarm.ca,2400,Meadowpine Blvd,2400 Meadowpine Blvd, ,109,L5N 6S2,2017/05/12 00:00:00+00,23857500,Meadowvale Business Park CC,9
15268,13978,Rational Canada Inc.,417920,Wholesale,"Service Establishment Machinery, Equipment and Supplies Wholesaler-Distributors",20 to 49,905-567-5777,905-567-2977,1-877-728-4662,postmaster@rational-online.com,www.rational-online.ca,2410,Meadowpine Blvd,2410 Meadowpine Blvd, ,105 to 107,L5N 6S2,2017/05/12 00:00:00+00,23857500,Meadowvale Business Park CC,9
15269,13976,Ward & Burke Microtunnelling Limited,541330,Professional,Engineering Services,5 to 9,905-821-3012,905-821-1525, ,canadainfo@wardandburke.com,www.wardandburke.com,2410,Meadowpine Blvd,2410 Meadowpine Blvd, ,101,L5N 6S2,2017/05/12 00:00:00+00,23857500,Meadowvale Business Park CC,9
15270,13991,Wee Watch,624410,Health Care,Child Day-Care Services,1 to 4,9052859933,9052859922, ,christine@weewatch.com,www.weewatch.com,2430,Meadowpine Blvd,2430 Meadowpine Blvd, ,102,L5N 6S2,2018/12/30 00:00:00+00,23857500,Meadowvale Business Park CC,9
15271,13996,Fram Group,811121,Other Services,"Automotive Body, Paint and Interior Repair and Maintenance",5 to 9,289-290-4850,800-243-5885,1-800-234-2323,lynda.williams@framgrp.com,www.fram.com,2430,Meadowpine Blvd,2430 Meadowpine Blvd, ,107,L5N 6S2,2017/05/12 00:00:00+00,23857500,Meadowvale Business Park CC,9
15272,46350,Centum Expert Home Mortgage Incorporation,531210,Real Estate,Offices of Real Estate Agents & Brokers,1 to 4,905-819-1001,905-819-1002, ,rajeevtalwar@thehomemortgage.ca,www.thehomemortgage.ca,2430,Meadowpine Blvd,2430 Meadowpine Blvd, ,108,L5N 6S2,2017/05/12 00:00:00+00,23857500,Meadowvale Business Park CC,9
15273,55770,Bonduelle North America,311420,Manufacturing,"Fruit and Vegetable Canning, Pickling and Drying",1 to 4,905-286-1102,905-286-1317, , ,www.bonduelle.ca,2420,Meadowpine Blvd,2420 Meadowpine Blvd, ,102,L5N 6S2,2017/05/12 00:00:00+00,23857500,Meadowvale Business Park CC,9
15274,57398,TarHong,414390,Wholesale,Other Home Furnishings Wholesaler-Distributors,5 to 9,905-705-7680, , ,jackie@tarhong.com,www.tarhong.com,2420,Meadowpine Blvd,2420 Meadowpine Blvd, ,107,L5N 6S2,2017/05/12 00:00:00+00,23857500,Meadowvale Business Park CC,9
15275,85975,Warren Hill Risk Management & Insurance Broker Services Inc.,524210,Finance,Insurance Agencies and Brokerages,1 to 4,289-801-9839,289-805-5559,1-855-202-7132,contact@warrenhill.ca,www.warrenhill.ca,2420,Meadowpine Blvd,2420 Meadowpine Blvd, ,105,L5N 6S2,2017/05/12 00:00:00+00,23857500,Meadowvale Business Park CC,9
15276,89003,Lindeblad Piano Restoration,811490,Other Services,Other Personal and Household Goods Repair and Maintenance,1 to 4, , ,8885874266, , ,2430,Meadowpine Blvd,2430 Meadowpine Blvd, ,100,L5N 6S2,2018/12/30 00:00:00+00,23857500,Meadowvale Business Park CC,9
15277,89009,New Way Trucking Ltd.,484110,Transportation,"General Freight Trucking, Local",1 to 4,4035904393,4033894353, ,gtadispatch@newwaytrucking.ca,www.newwaytrucking.ca,2420,Meadowpine Blvd,2420 Meadowpine Blvd, ,106,L5N 6S2,2018/12/30 00:00:00+00,23857500,Meadowvale Business Park CC,9
15278,56383,Unilever Canada,325610,Manufacturing,Soap and Cleaning Compound Manufacturing,100 to 299,9058196100,9058196101, ,nancy.macdonald@unilever.com,www.unilever.ca,2360,Meadowpine Blvd,2360 Meadowpine Blvd, ,1,L5N 6S2,2018/12/30 00:00:00+00,23857600,Meadowvale Business Park CC,9
15279,84925,Diva Nails Zone,812115,Other Services,Beauty Salons,1 to 4,905-848-3482, , , , ,3920,Grand Park Dr,3920 Grand Park Dr, ,D-3-4,L5B 4M6,2018/09/30 00:00:00+00,20188400,Fairview NHD,7
15280,57393,Hilti Corporation,417210,Wholesale,"Construction and Forestry Machinery, Equipment and Supplies Wholesaler-Distributors",50 to 99,905-813-9200,800-363-4459,1-800-363-4458,ca-sales@hilti.com,www.hilti.ca,2360,Meadowpine Blvd,2360 Meadowpine Blvd, ,1,L5N 6S2,2017/11/09 00:00:00+00,23857600,Meadowvale Business Park CC,9
15281,46327,Motel 6,721114,Accommodation,Motels,10 to 19,905-814-1664,905-814-9899,1-800-466-8356, ,www.motel6.com,2935,Argentia Rd,2935 Argentia Rd, , ,L5N 8G6,2017/11/09 00:00:00+00,23862300,Meadowvale Business Park CC,9
15282,1534,A P M Construction,236220,Construction,Commercial and Institutional Building Construction,10 to 19,9058210999,9058210184, ,info@apm.ca,www.apm.ca,2880,Argentia Rd,2880 Argentia Rd, ,3,L5N 7X8,2018/12/30 00:00:00+00,23862400,Meadowvale Business Park CC,9
15283,1527,CommerX Computers System Inc.,417310,Wholesale,"Computer, Computer Peripheral and Pre-Packaged Software Wholesaler-Distributors",20 to 49,905-542-9400,905-542-9410,1-888-266-6379,info@commerx.ca,www.commerx.ca,2880,Argentia Rd,2880 Argentia Rd, ,1&2,L5N 7X8,2017/11/09 00:00:00+00,23862400,Meadowvale Business Park CC,9
15284,1532,Robert Allen Fabrics Canada Ltd.,414130,Wholesale,"Piece Goods, Notions and Other Dry Goods Wholesaler-Distributors",10 to 19,905-826-7750,905-826-3446,1-800-363-3020,cscanada@robertallendesign.com,www.robertallendesign.com,2880,Argentia Rd,2880 Argentia Rd, ,11&12,L5N 7X8,2017/05/04 00:00:00+00,23862400,Meadowvale Business Park CC,9
15285,1531,Break Through Boot Camp Inc.,713940,Arts,Fitness and Recreational Sports Centres,1 to 4,416-526-9491, , ,bootcampbreakthrough@gmail.com,www.breakthroughbootcamp.ca,2880,Argentia Rd,2880 Argentia Rd, ,4,L5N 7X8,2017/05/04 00:00:00+00,23862400,Meadowvale Business Park CC,9
15286,1533,Milton Flooring Gallery,442210,Retail,Floor Covering Stores,1 to 4,905-858-2883,905-858-2837, , ,www.miltonflooringgallery.com,2880,Argentia Rd,2880 Argentia Rd, ,10,L5N 7X8,2017/11/09 00:00:00+00,23862400,Meadowvale Business Park CC,9
15287,1546,Atlas Copco Canada,417230,Wholesale,"Industrial Machinery, Equipment and Supplies Wholesaler-Distributors",20 to 49,905-816-9369,905-816-9370,1-800-667-9875,compressors.toronto@ca.atlascopco.com,www.atlascopco.com,2900,Argentia Rd,2900 Argentia Rd, ,12&13,L5N 7X9,2017/11/09 00:00:00+00,23862400,Meadowvale Business Park CC,9
15288,1539,Creative Glass,327214,Manufacturing,Glass Manufacturing,1 to 4,416-908-4937, , ,creativeglass2010@hotmail.com,www.creativeglass2010.com,2900,Argentia Rd,2900 Argentia Rd, ,23,L5N 7X9,2017/05/04 00:00:00+00,23862400,Meadowvale Business Park CC,9
15289,1535,Credit Valley Railway Company Ltd.,451120,Retail,"Hobby, Toy and Game Stores",10 to 19,9058261306,9058267306, ,query@cvrco.com,www.cvrco.com,2900,Argentia Rd,2900 Argentia Rd, ,24,L5N 7X9,2018/12/30 00:00:00+00,23862400,Meadowvale Business Park CC,9
15290,1538,Schmalz Vacuum Technology Ltd.,417990,Wholesale,"All Other Machinery, Equipment and Supplies Wholesaler-Distributors",5 to 9,9055699520, ,8776249520,schmalz@schmalz.ca,www.schmalz.com,2900,Argentia Rd,2900 Argentia Rd, ,14,L5N 7X9,2018/12/30 00:00:00+00,23862400,Meadowvale Business Park CC,9
15291,1541,"Dance P A C Inc., The",611610,Educational,Fine Arts Schools,1 to 4,9055422307, , , ,www.thedancepacinc.com,2900,Argentia Rd,2900 Argentia Rd, ,21&22,L5N 7X9,2018/12/30 00:00:00+00,23862400,Meadowvale Business Park CC,9
15292,1540,Mississauga Victory Church,813110,Other Services,Religious Organizations,1 to 4,905-567-8522, , , ,www.mississaugavictory.ca,2900,Argentia Rd,2900 Argentia Rd, ,19&20,L5N 7X9,2017/05/04 00:00:00+00,23862400,Meadowvale Business Park CC,9
15293,1542,"Paint People, The (Benjamin Moore)",444120,Retail,Paint and Wallpaper Stores,1 to 4,905-277-9767,905-277-8108, ,info@thepaintpeople.com,www.thepaintpeople.com,2900,Argentia Rd,2900 Argentia Rd, ,11,L5N 7X9,2017/05/04 00:00:00+00,23862400,Meadowvale Business Park CC,9
15294,1552,Beckhoff Automation,334110,Manufacturing,Computer and Peripheral Equipment Manufacturing,N/A,2896271898,2898040979,8888946228,J.Oteenhof@beckhoff.com,www.beckhoffautomation.com,2900,Argentia Rd,2900 Argentia Rd, ,7,L5N 7X9,2018/12/30 00:00:00+00,23862400,Meadowvale Business Park CC,9
15295,1550,Hub Parking Technology Canada Ltd.,417990,Wholesale,"All Other Machinery, Equipment and Supplies Wholesaler-Distributors",10 to 19,905-813-1966,905-813-1952, , ,www.hubparking.com,2900,Argentia Rd,2900 Argentia Rd, ,1,L5N 7X9,2017/05/04 00:00:00+00,23862400,Meadowvale Business Park CC,9
15296,4199,Golder Associates Ltd.,541330,Professional,Engineering Services,N/A,905-567-4444,905-567-6561, , ,www.golder.com,2900,Argentia Rd,2900 Argentia Rd, ,15,L5N 7X9,2017/05/04 00:00:00+00,23862400,Meadowvale Business Park CC,9
15297,49602,Adorable Kids,448130,Retail,Children's and Infants' Clothing Stores,1 to 4,905-858-2400, , ,adorablekids@rogers.com,www.adorablekids.ca,2900,Argentia Rd,2900 Argentia Rd, ,4,L5N 7X9,2017/05/04 00:00:00+00,23862400,Meadowvale Business Park CC,9
15298,53575,Renarte Inc,417990,Wholesale,"All Other Machinery, Equipment and Supplies Wholesaler-Distributors",1 to 4,905-812-1615, , ,info@renarte.ca,www.renarte.ca,2900,Argentia Rd,2900 Argentia Rd, ,5,L5N 7X9,2017/05/04 00:00:00+00,23862400,Meadowvale Business Park CC,9
15299,53576,PFAFF silberblau,339950,Manufacturing,Sign Manufacturing,1 to 4,905-814-6444,905-819-9994, ,mail@pfaffgroup.com,www.kamotiongroup.com,2900,Argentia Rd,2900 Argentia Rd, ,6,L5N 7X9,2017/05/04 00:00:00+00,23862400,Meadowvale Business Park CC,9
15300,56783,B H C Medical,446199,Retail,All Other Health and Personal Care Stores,5 to 9,905-567-8567,905-567-9567,1-866-443-8567, ,www.bhcmedical.ca,2900,Argentia Rd,2900 Argentia Rd, ,3,L5N 7X9,2017/05/04 00:00:00+00,23862400,Meadowvale Business Park CC,9
15301,57326,Nova Biomedical Canada Ltd.,417930,Wholesale,"Professional Machinery, Equipment and Supplies Wholesaler-Distributors",5 to 9,905-567-7700,905-567-5496,1-800-263-5999,purchase@novabio.ca,www.novabio.com,2900,Argentia Rd,2900 Argentia Rd, ,16 to 18,L5N 7X9,2017/05/04 00:00:00+00,23862400,Meadowvale Business Park CC,9
